"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"하늘품의집지역아동센터","F04689","(아동) 지역아동센터","아동복지시설","자치구","최형원","1135000000","노원구","서울특별시 노원구 상계로23다길 33하늘품의집지역아동센터 (상계동)"
"시흥중앙교회 시니어아카데미","F04691","(노인) 노인교실","노인여가복지시설","자치구","김성은","1154500000","금천구","서울특별시 금천구 시흥대로72길 13 (시흥동)"
"꿈터지역아동센터","F04692","(아동) 지역아동센터","아동복지시설","자치구","백경화","1120000000","성동구","서울특별시 성동구 금호산길 612층 (금호동2가)"
"응봉지역아동센터","F04693","(아동) 지역아동센터","아동복지시설","자치구","한명순","1120000000","성동구","서울특별시 성동구 독서당로60나길 151층 (응봉동)(응봉동)"
"아름다운안암지역아동센터","F04694","(아동) 지역아동센터","아동복지시설","자치구","장남순","1123000000","동대문구","서울특별시 동대문구 약령시로 122층 (제기동)(제기동)"
"해피아트지역아동센터","F04695","(아동) 지역아동센터","아동복지시설","자치구","이옥진","1123000000","동대문구","서울특별시 동대문구 망우로14가길 282층 (휘경동)(휘경동)"
"한마음지역아동센터","F04696","(아동) 지역아동센터","아동복지시설","자치구","성은숙","1123000000","동대문구","서울특별시 동대문구 왕산로45길 312층 (청량리동)(청량리동)"
"성복행복한홈스쿨","F04697","(아동) 지역아동센터","아동복지시설","자치구","배선미","1123000000","동대문구","서울특별시 동대문구 장안벚꽃로 1391층 (장안동)(장안동)"
"삼정학교지역아동센터","F04699","(아동) 지역아동센터","아동복지시설","자치구","유현경","1135000000","노원구","서울특별시 노원구 동일로215길 481층 (상계동 상계주공3단지아파트)"
"신금호아이꿈누리터(성동11호점 우리동네키움센터)","F04700","(아동) 다함께돌봄센터","아동복지시설","자치구","이지숙","1120000000","성동구","서울특별시 성동구 행당로 6103호 (금호동1가)"
"구립노원청소년지역아동센터","F04757","(아동) 지역아동센터","아동복지시설","자치구","김현숙","1135000000","노원구","서울특별시 노원구 덕릉로86길 52층 (중계동)"
"공덕동행복주택 내 장애인주간보호센터","F04759","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","","1144000000","마포구","서울특별시 마포구 백범로31길 21행복주택 (공덕동)(공덕동)"
"중구정신건강증진센터","F0478","(정신보건) 정신건강증진센터","정신보건기타","자치구","김붕년","1114000000","중구","서울특별시 중구 서소문로6길 163층 (중림동)"
"동대문구정신건강증진센터","F0479","(정신보건) 정신건강증진센터","정신보건기타","자치구","백종우","1123000000","동대문구","서울특별시 동대문구 홍릉로 81홍릉문화복지센터 2층 (청량리동)"
"중랑구정신건강복지센터","F0481","(정신보건) 정신건강증진센터","정신보건기타","자치구","나은진","1126000000","중랑구","서울특별시 중랑구 면목로 238-0면목동 중랑구민회관 1층"
"행복한하루","F0486","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이미란","1132000000","도봉구","서울특별시 도봉구 시루봉로15라길 7-7 301호(방학동)"
"청소년사회복귀시설비상","F0491","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","김미혜","1162000000","관악구","서울특별시 관악구 남부순환로 2054광일빌딩 4층"
"소망홈","F0492","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이애숙","1121500000","광진구","서울특별시 광진구 천호대로113길 29 (중곡동)"
"밝은길","F0496","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","추연주","1126000000","중랑구","서울특별시 중랑구 동일로130길 422층 (중화동)"
"서울우리집","F0500","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","한정혜","1174000000","강동구","서울특별시 강동구 상일로25길 7-12201호"
"해사랑","F0502","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","박정현","1138000000","은평구","서울특별시 은평구 연서로41길 41301호"
"해오름","F0508","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","오금순","1144000000","마포구","서울특별시 마포구 망원로11길 27-54"
"마인드","F0509","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","김영화","1123000000","동대문구","서울특별시 동대문구 전농로38길 35"
"푸른존","F0510","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","옥정","1130500000","강북구","서울특별시 강북구 도봉로66길 351층 (미아동 신일 생활관)"
"중랑아이존","F0520","(정신보건) 재활훈련시설-아동?청소년정신건강지원시설","정신재활시설","자치구","박부진","1126000000","중랑구","서울특별시 중랑구 동일로 83023층 (중화동)"
"종로아이존","F0527","(정신보건) 재활훈련시설-아동?청소년정신건강지원시설","정신재활시설","자치구","박유경","1111000000","종로구","서울특별시 종로구 신교동자하문로 89 세종마을푸르메센터 2층"
"서울다르크","F0530","(정신보건) 생활시설","정신재활시설","자치구","원유수","1147000000","양천구","서울특별시 양천구 목동중앙본로22길6 (목동)"
"리커버리하우스","F0532","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이승구","1162000000","관악구","서울특별시 관악구 신림로30길 17-9301호 (신림동)"
"구로구공동희망학교","F0540","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","배현우","1153000000","구로구","서울특별시 구로구 구로중앙로18길50 (구로동)"
"소담","F0546","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","김기순","1130500000","강북구","서울특별시 강북구 한천로166길 303층"
"공감플러스","F0551","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","이은선","1150000000","강서구","서울특별시 강서구 화곡로61길 130(등촌동 663-21) 남영빌딩 3층"
"노원희망공간이룸","F0554","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","이경미","1135000000","노원구","서울특별시 노원구 한글비석로 4222층"
"해맑은뜰","F0556","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","유종태","1138000000","은평구","서울특별시 은평구 갈현로47길 32-14낙원그린빌라 101호"
"까리따스 알코올 회복 센터","F0560","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","이경애","1165000000","서초구","서울특별시 서초구 남부순환로 21244층"
"위드유사회복귀시설","F0563","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","심미경","1123000000","동대문구","서울특별시 동대문구 한천로 4244층 (이문동)"
"어깨동무","F0565","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","김상례","1126000000","중랑구","서울특별시 중랑구 동일로92길 39-212층 201호202호203호(면목동 그린홈)"
"서초아이존","F0568","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","심종온","1165000000","서초구","서울특별시 서초구 방배로173 (방배동) 방배열린문화센터 지하1층"
"서대문아이존","F0573","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","염호양","1141000000","서대문구","서울특별시 서대문구 연희로 26 (창천동)"
"한그루","F0578","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","선수미","1153000000","구로구","서울특별시 구로구 경인로35길 632층 (개봉동)(개봉동)"
"두드림마음건강센터","F0579","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","박규태","1147000000","양천구","서울특별시 양천구 등촌로194 4층 (목동)"
"멋진월요일","F0588","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","최상숙","1120000000","성동구","서울특별시 성동구 성덕정길116 2층 4층 (성수동2가 성우빌딩)"
"돌봄사랑채1","F0593","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이송자","1121500000","광진구","서울특별시 광진구 아차산로26길28 (자양동)"
"유쾌한집4호","F0594","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","강상근","1132000000","도봉구","서울특별시 도봉구 도봉산3길 12-4 (도봉동 401/402/501/502호)"
"유쾌한집3호","F0595","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","강상근","1132000000","도봉구","서울특별시 도봉구 도봉산3길 12-4 (도봉동 301/302/401호)"
"유쾌한집2호","F0596","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","황성신","1132000000","도봉구","서울특별시 도봉구 도봉산3길 12-4 (도봉동 203/303/401호)"
"유쾌한집1호","F0597","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","황성신","1132000000","도봉구","서울특별시 도봉구 도봉산3길12-14 (도봉동 201/202/401호)"
"종로행복일굼터","F0600","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","김영기","1111000000","종로구","서울특별시 종로구 종로43길9 (종로6가)"
"도담","F0602","(정신보건) 생활시설","정신재활시설","자치구","박은정","1123000000","동대문구","서울특별시 동대문구 답십리로67길 29제104동 202호302호501호 (장안동 삼화에코빌7차)"
"돌봄사랑채 3","F0603","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이송자","1121500000","광진구","서울특별시 광진구 아차산로26길 28 (자양동)"
"돌봄사랑채 2","F0604","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","이송자","1121500000","광진구","서울특별시 광진구 아차산로26길 28 (자양동)"
"샹가","F0607","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","백병혜","1141000000","서대문구","서울특별시 서대문구 증가로10길 16-4302호 (남가좌동 미림하이츠빌)"
"어울림","F0609","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","김동현","1126000000","중랑구","서울특별시 중랑구 용마산로331-1 202동 4층 (면목동 강남캐스빌)"
"꿈꾸는달팽이","F0615","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","한상희","1153000000","구로구","서울특별시 구로구 디지털로26길110 302호 (구로동 동일테크노타운 2차)"
"해비치","F0620","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","강성숙","1141000000","서대문구","서울특별시 서대문구 증가로24마길 11102호 (북가좌동)"
"송파어우러기","F0626","(정신보건) 재활훈련시설-직업재활시설","정신재활시설","자치구","홍재현","1171000000","송파구","서울특별시 송파구 백제고분로 446 (방이동 2층)"
"한국마약퇴치운동본부 중독재활센터","F0633","(정신보건) 중독자재활시설","정신재활시설","자치구","전영구","1156000000","영등포구","서울특별시 영등포구 당산로 238 (당산동6가)"
"그라따","F0650","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","박정숙","1132000000","도봉구","서울특별시 도봉구 도봉로181가길 6 (도봉동 1층)"
"영등포아이존","F0655","(기타) 기타시설","기타시설","자치구","이현희","1156000000","영등포구","서울특별시 영등포구 영등포로84길 24-14 2층 (신길동)"
"나눔터","F0665","(정신보건) 재활훈련시설-주간재활시설","정신재활시설","자치구","김대겸","1129000000","성북구","서울특별시 성북구 한천로76다길 46 5층 (석관동)"
"한울림","F0670","(정신보건) 재활훈련시설-공동생활가정","정신재활시설","자치구","황현각","1129000000","성북구","서울특별시 성북구 보국문로6길 5-10 제B동 2층 202호 (정릉동 정릉하우드 B동)"
"중구아이존","F0692","(정신보건) 재활훈련시설-아동?청소년정신건강지원시설","정신재활시설","자치구","권윤정","1114000000","중구","서울특별시 중구 서소문로6길16 (중림동 중림종합복지센터 3층)"
"해피데이공동생활가정","G0026","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장세용","1132000000","도봉구","서울특별시 도봉구 해등로21 나동 104호 (창동)"
"노인요양시설 실버스토리","G0027","(노인) 노인요양시설","노인의료복지시설","자치구","황애린","1141000000","서대문구","서울특별시 서대문구 모래내로 330 (홍은동)"
"삼농실버마을","G0032","(노인) 노인요양시설","노인의료복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길 84 (오류동)"
"삼농데이케어센터","G0044","(노인) 재가노인복지시설","재가노인복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길84 (오류동)"
"당고개재가노인복지시설","G0078","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현숙","1135000000","노원구","서울특별시 노원구 상계동 1008-1211 (상계동 신천지빌딩 4층)"
"까리따스데이케어센터","G0079","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영옥","1165000000","서초구","서울특별시 서초구 남부순환로2124 4층 (방배동 3274)"
"(사)우이데이케어센터","G0094","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영길","1130500000","강북구","서울특별시 강북구 삼양로579 2층 (우이동)"
"태릉데이케어센터","G0101","(노인) 재가노인복지시설","재가노인복지시설","자치구","최희영","1135000000","노원구","서울특별시 노원구 동일로176길47-18 (공릉동)"
"유린원광방문요양센터","G0117","(노인) 재가노인복지시설","재가노인복지시설","자치구","정현봉","1126000000","중랑구","서울특별시 중랑구 신내로 56(신내동)"
"광진노인보호센터","G0156","(노인) 재가노인복지시설","재가노인복지시설","자치구","조철행","1121500000","광진구","서울특별시 광진구 뚝섬로58길13 (자양동)"
"중랑재가노인복지센터","G0183","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종언","1126000000","중랑구","서울특별시 중랑구 봉우재로151 2층 (상봉동)"
"전인복지센터","G0190","(노인) 재가노인복지시설","재가노인복지시설","자치구","이수일","1147000000","양천구","서울특별시 양천구 목동남로52 (신정동)2층"
"참빛요양원","G0201","(노인) 노인요양시설","노인의료복지시설","자치구","유영옥","1132000000","도봉구","서울특별시 도봉구 도봉로 6399층 (쌍문동)"
"사랑과섬김요양원","G0204","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩2층"
"사랑과섬김요양원단기보호","G0220","(노인) 재가노인복지시설","재가노인복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩239번지 51호 창성빌딩 2층"
"삼동재가방문요양센터","G0240","(노인) 재가노인복지시설","재가노인복지시설","자치구","박성배","1130500000","강북구","서울특별시 강북구 한천로105길24 202동 (번동)"
"여민데이케어센터","G0250","(노인) 재가노인복지시설","재가노인복지시설","자치구","김필중","1141000000","서대문구","서울특별시 서대문구 증가로4길58-6 (홍은동)"
"보라매요양원2호점","G0278","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","엄성현","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"보라매요양원1호점","G0282","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이승아","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"사랑초요양원","G0285","(노인) 노인요양시설","노인의료복지시설","자치구","송길한","1147000000","양천구","서울특별시 양천구 지양로 152 (신월동)"
"성북희망데이케어센터","G0312","(노인) 재가노인복지시설","재가노인복지시설","자치구","소선숙","1129000000","성북구","서울특별시 성북구 동소문로190 3층  4층 (돈암동 중앙빌딩)"
"사랑재요양원","G0319","(노인) 노인요양시설","노인의료복지시설","자치구","이주한","1121500000","광진구","서울특별시 광진구 자양로 188 (구의동)"
"구립한남노인요양원","G0357","(노인) 노인요양시설","노인의료복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로 103 (한남동)"
"구립한남데이케어센터","G0362","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로103 (한남동)"
"구립용마경로복지센터","G0434","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","윤혜숙","1126000000","중랑구","서울특별시 중랑구 용마산로94길 98 (면목동)"
"효심(가)요양원","G0443","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최진희","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"효심(나)요양원","G0444","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김혜원","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"부모사랑데이케어센터","G0455","(노인) 재가노인복지시설","재가노인복지시설","자치구","이지연","1135000000","노원구","서울특별시 노원구 월계로338 상가A동 501호 (월계동 신도브래뉴)"
"금빛데이케어센터","G0456","(노인) 재가노인복지시설","재가노인복지시설","자치구","탁명식","1154500000","금천구","서울특별시 금천구 탑골로2길8 3층 (시흥동)"
"두레주야간보호센터","G0467","(노인) 재가노인복지시설","재가노인복지시설","자치구","이승구","1126000000","중랑구","서울특별시 중랑구 신내로 45해성빌딩 601호 (신내동)"
"국민건강보험공단 서울요양원","G0512","(노인) 노인요양시설","노인의료복지시설","자치구","박득수","1168000000","강남구","서울특별시 강남구 헌릉로590길 50 (세곡동)"
"대한실버하우스","G0522","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영호","1154500000","금천구","서울특별시 금천구 독산로78길 21(독산동)"
"은혜실버노인요양공동생활가정","G0528","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김영성","1141000000","서대문구","서울특별시 서대문구 응암로1길 8-4(북가좌동)"
"국민건강보험공단서울요양원주야간보호센터","G0568","(노인) 재가노인복지시설","재가노인복지시설","자치구","염기선","1168000000","강남구","서울특별시 강남구 헌릉로590길50 (세곡동)"
"참마음노인복지센터","G0572","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미진","1147000000","양천구","서울특별시 양천구 지양로13길 6201호 (신월동)"
"훼밀리데이케어센터","G0577","(노인) 재가노인복지시설","재가노인복지시설","자치구","이예란","1171000000","송파구","서울특별시 송파구 송파대로27길 26-03층"
"사랑채요양종합복지센터","G0627","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","위정희","1132000000","도봉구","서울특별시 도봉구 도봉로133길34 1층 (쌍문동)"
"도봉요양원","G0636","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김신곤","1132000000","도봉구","서울특별시 도봉구 도봉로601 401호 (쌍문동)"
"어버이사랑노인의료복지센터1","G0650","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강혜원","1156000000","영등포구","서울특별시 영등포구 도림로318 4층 (신길동)"
"어버이사랑노인의료복지센터2","G0651","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현주","1156000000","영등포구","서울특별시 영등포구 도림로318 5층 (신길동)"
"어버이사랑노인의료복지센터3","G0652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","양재영","1156000000","영등포구","서울특별시 영등포구 도림로318 6층 (신길동)"
"유민복지센터","G0706","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정인예","1129000000","성북구","서울특별시 성북구 장위로26길20 (장위동)"
"인왕어르신복지센터","G0723","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","박광준","1141000000","서대문구","서울특별시 서대문구 통일로26길12-5 (홍제동)"
"노원편안한요양원2","G0724","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김판석","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"노원편안한요양원1","G0725","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진주","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"사회적협동조합 가가호호돌봄센터","G0732","(노인) 재가노인복지시설","재가노인복지시설","자치구","이명희","1156000000","영등포구","서울특별시 영등포구 영등포로64길 311층 (신길동)(신길동)"
"(사)굿하트데이케어센터","G0754","(노인) 재가노인복지시설","재가노인복지시설","자치구","길준영","1100000000","서울특별시","서울특별시 동작구 상도로 121영진빌딩 4층(상도동) (상도동)"
"가온요양원2","G0759","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","구자연","1130500000","강북구","서울특별시 강북구 한천로 10755층 (수유동)"
"가온요양원1주야간","G0760","(노인) 재가노인복지시설","재가노인복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 1075 대광빌딩 3층"
"가온요양원1","G0761","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 10753층 (수유동)"
"용강노인복지관","G0811","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","김성호","1144000000","마포구","서울특별시 마포구 토정로31길 31 (용강동)"
"성산노인복지센터","G0817","(노인) 재가노인복지시설","재가노인복지시설","자치구","심명숙","1144000000","마포구","서울특별시 마포구 월드컵북로12안길68 1층 (성산동)"
"구립효창데이케어센터","G0837","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정미","1117000000","용산구","서울특별시 용산구 효창원로146-12 (효창동)"
"구립신내노인종합복지관 병설 신내데이케어센터","G0862","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진완","1126000000","중랑구","서울특별시 중랑구 신내로15길175 1층 (신내동 구립신내노인주간보호센터)"
"강남유명요양원","G0863","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","원진순","1168000000","강남구","서울특별시 강남구 개포로140길32 5층 (일원동 원효빌딩)"
"시립중랑노인전문요양원병설데이케어센터","G0874","(노인) 재가노인복지시설","재가노인복지시설","자치구","민동세","1126000000","중랑구","서울특별시 중랑구 양원역로38 1층 (망우동 시립중랑노인전문요양원)"
"서울시립중랑노인전문요양원","G0884","(노인) 노인요양시설","노인의료복지시설","자치구","조남식","1126000000","중랑구","서울특별시 중랑구 양원역로 38 (망우동 시립중랑노인전문요양원)"
"인애요양원","G0891","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이방희","1162000000","관악구","서울특별시 관악구 신림로169 201호 (신림동 영창빌딩)"
"서울종합데이케어센터","G0910","(노인) 재가노인복지시설","재가노인복지시설","자치구","이민아","1144000000","마포구","서울특별시 마포구 숭문길36 (염리동)"
"강서실버센터","G0911","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동환","1150000000","강서구","서울특별시 강서구 강서로45길174 4층 (내발산동 sm타워)"
"가족사랑요양원","G0912","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 57 (가락동)"
"가락사랑요양원","G0913","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박동서","1171000000","송파구","서울특별시 송파구 오금로36길 573층 (가락동)"
"늘푸른돌봄센터","G0934","(노인) 재가노인복지시설","재가노인복지시설","자치구","박정애","1121500000","광진구","서울특별시 광진구 능동로53 2층 (자양동)"
"삼선데이케어센터","G0947","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미애","1129000000","성북구","서울특별시 성북구 동소문로 40 6층 (동소문동3가)"
"혜화동성당데이케어센터","G1034","(노인) 재가노인복지시설","재가노인복지시설","자치구","추교천","1111000000","종로구","서울특별시 종로구 혜화로12길14-9 (혜화동)"
"그레이스 실버데이케어센터","G1042","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상근","1153000000","구로구","서울특별시 구로구 서해안로 2295 2층 (오류동)"
"관악시니어클럽","G1044","(노인) 노인복지센터","노인기타","자치구","조종현","1162000000","관악구","서울특별시 관악구 남부순환로247다길60 (봉천동)"
"화곡본동성당데이케어센터","G1053","(노인) 재가노인복지시설","재가노인복지시설","자치구","김연순","1150000000","강서구","서울특별시 강서구 까치산로2길43 5층"
"신림성모성당데이케어센터","G1055","(노인) 재가노인복지시설","재가노인복지시설","자치구","주은정","1162000000","관악구","서울특별시 관악구 봉천로18길 12-012 (신림동)"
"사랑나눔데이케어센터","G1062","(노인) 재가노인복지시설","재가노인복지시설","자치구","조기숙","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)"
"사랑나눔요양원2","G1063","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조숙현","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)"
"사랑재활요양원","G1064","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조옥희","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길54 4층 (창동)"
"시흥4동성당데이케어센터","G1065","(노인) 재가노인복지시설","재가노인복지시설","자치구","차지숙","1154500000","금천구","서울특별시 금천구 독산로38길10 (시흥동)"
"고척동성당데이케어센터","G1069","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현미","1153000000","구로구","서울특별시 구로구 고척로52나길42 3층 (고척동 고척동성당)"
"행운동성당데이케어센터","G1073","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영일","1162000000","관악구","서울특별시 관악구 행운4길39 (봉천동)"
"신당동성당데이케어센터","G1089","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍민정","1114000000","중구","서울특별시 중구 동호로20다길9 (신당동)"
"구립영등포치매전문데이케어센터","G1093","(노인) 재가노인복지시설","재가노인복지시설","자치구","조훈호","1156000000","영등포구","서울특별시 영등포구 당산로29길9 5층 (당산동3가)"
"은평요양원","G1094","(노인) 노인요양시설","노인의료복지시설","자치구","정수민","1138000000","은평구","서울특별시 은평구 진흥로 4734층 (역촌동)"
"love사랑맞이요양원","G1102","(노인) 노인요양시설","노인의료복지시설","자치구","임하연","1132000000","도봉구","서울특별시 도봉구 마들로649-20 8층 (방학동)"
"A  도봉재활요양원","G1137","(노인) 노인요양시설","노인의료복지시설","자치구","이근례","1132000000","도봉구","서울특별시 도봉구 도봉로152길26 6층 (방학동)"
"엘림데이케어센터","G1141","(노인) 재가노인복지시설","재가노인복지시설","자치구","최창호","1154500000","금천구","서울특별시 금천구 범안로 12565(독산동성도빌딩) "
"(사)굿하트재가노인지원센터","G1146","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종진","1121500000","광진구","서울특별시 광진구 천호대로 699일천빌딩 302호 (구의동)"
"'(협)효마을 중랑 노인요양공동생활가정","G1156","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10 지층 (망우동)"
"'(협)효마을중랑복지촌 2호","G1157","(노인) 재가노인복지시설","재가노인복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10 지층층 (망우동)"
"목동조은요양원","G1167","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현진","1147000000","양천구","서울특별시 양천구 중앙로 294명성빌딩 8층 (신정동)"
"휴림실버요양센터","G1211","(노인) 노인요양시설","노인의료복지시설","자치구","곽철희","1153000000","구로구","서울특별시 구로구 디지털로27길 119B223 (가리봉동)"
"엔젤복지센터","G1216","(노인) 재가노인복지시설","재가노인복지시설","자치구","정희원","1162000000","관악구","서울특별시 관악구 중앙길 32 1층 (봉천동)"
"요셉의집","G1222","(노인) 노인공동생활가정","노인주거복지시설","자치구","김옥순","1132000000","도봉구","서울특별시 도봉구 시루봉로15라길69 (방학동)"
"(주)감사하는사람들노인복지센터","G1234","(노인) 재가노인복지시설","재가노인복지시설","자치구","김유란","1156000000","영등포구","서울특별시 영등포구 시흥대로 649301호 (대림동)"
"가족사랑 단기보호센터","G1244","(노인) 재가노인복지시설","재가노인복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 572 (가락동)"
"목동실버복지문화센터","G1269","(노인) 노인복지관","노인여가복지시설","자치구","박노숙","1147000000","양천구","서울특별시 양천구 목동  765번지 1호"
"밝은내데이케어센터","G1290","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동호","1147000000","양천구","서울특별시 양천구 신월로24길 19 (신월동)"
"수유실버데이케어센터","G1293","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽지훈","1130500000","강북구","서울특별시 강북구 노해로23길 94수유실버데이케어센터"
"늘푸른한가족데이케어센터","G1295","(노인) 재가노인복지시설","재가노인복지시설","자치구","우서연","1147000000","양천구","서울특별시 양천구 오목로 1813층 (신정동)"
"미아실버데이케어센터","G1298","(노인) 재가노인복지시설","재가노인복지시설","자치구","채민옥","1130500000","강북구","서울특별시 강북구 솔매로43길 25미아실버데이케어센터"
"21세기요양원 노인요양공동생활가정","G1299","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최정희","1156000000","영등포구","서울특별시 영등포구 도신로69 4층층 (도림동)"
"서울시니어스강남타워 데이케어센터","G1315","(노인) 재가노인복지시설","재가노인복지시설","자치구","이진관","1168000000","강남구","서울특별시 강남구 자곡로100-2 (자곡동 서울특별시니어스강남타워)"
"인애데이케어센터","G1321","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은정","1114000000","중구","서울특별시 중구 퇴계로80길 45-6601호 (신당동)"
